order_id,supplier_id,order_date,delivery_date,amount_eur,status,special_circumstance
497,144,2025-02-01,,60432.23,In Transit,False
498,145,2025-10-15,,28641.64,Cancelled,False
499,145,2025-09-02,2025-10-04,45377.34,Delivered,False
500,145,2025-03-30,,39881.9,In Transit,False
501,146,2025-10-07,,31082.96,Cancelled,False
502,146,2025-05-16,2025-06-11,52441.39,Delivered,False
503,146,2025-05-07,2025-05-28,24797.03,Delivered,False
504,146,2025-04-26,2025-05-23,80114.04,Delivered,False
505,147,2025-04-17,2025-04-24,59135.03,Delivered,False
506,147,2025-06-12,,41563.59,In Transit,False
507,147,2025-05-21,,25530.41,In Transit,False
508,147,2025-10-06,2025-10-13,33204.46,Delivered,False
509,148,2025-03-16,2025-03-22,25752.8,Delivered,False
510,148,2025-02-10,2025-02-19,30421.35,Delivered,False
511,148,2025-05-12,2025-05-19,63902.76,Delivered,False
512,148,2025-04-14,2025-04-28,70633.97,Delivered,False
513,149,2025-03-12,,10620.42,Cancelled,False
514,149,2025-10-28,2025-11-18,21480.05,Delivered,False
515,149,2025-09-29,2025-10-24,20343.58,Delivered,False
516,149,2025-01-27,2025-02-22,9866.53,Delivered,False
517,150,2025-02-21,2025-02-28,58379.53,Delivered,False
518,150,2025-01-03,2025-01-14,82037.32,Delivered,False
519,150,2025-07-28,2025-08-09,56016.55,Delivered,False
520,150,2025-09-02,2025-09-05,55819.98,Delivered,False
521,150,2025-06-14,2025-06-26,25332.18,Delivered,False
522,1,2025-12-13,2026-01-07,23620.02,Delivered,False
523,2,2025-04-15,2025-05-13,34737.04,Delivered,False
524,2,2025-12-07,2025-12-29,80406.6,Delivered,False
525,2,2025-06-10,,17112.3,Cancelled,False
526,3,2025-05-01,2025-05-18,23486.99,Delivered,False
527,3,2025-09-27,2025-10-23,25464.6,Delivered,False
528,4,2025-08-24,,19424.85,Cancelled,False
529,5,2025-04-27,2025-05-01,27924.47,Delivered,False
530,5,2025-08-02,,483.45,In Transit,False
531,5,2025-01-05,2025-01-08,83425.52,Delivered,False
532,6,2025-04-29,2025-05-08,10299.07,Delivered,False
533,6,2025-12-10,2025-12-15,27975.36,Delivered,False
534,6,2025-10-15,2025-10-24,48127.61,Delivered,False
535,7,2025-06-24,2025-07-22,19368.66,Delivered,False
536,7,2025-06-30,,45179.67,In Transit,False
537,7,2025-07-22,2025-07-30,36537.87,Delivered,False
538,8,2025-10-25,2025-11-11,40668.95,Delivered,False
539,8,2025-08-01,2025-08-15,10067.27,Delivered,False
540,8,2025-06-21,2025-07-16,46541.67,Delivered,False
541,9,2025-02-23,2025-03-11,37100.92,Delivered,False
542,9,2025-06-02,2025-06-10,17162.78,Delivered,False
543,9,2025-07-08,2025-07-25,53176.68,Delivered,False
544,10,2025-06-10,2025-06-28,53676.46,Delivered,False
545,11,2025-07-31,2025-08-22,55173.14,Delivered,False
546,11,2025-11-04,2025-11-25,64866.81,Delivered,False
547,11,2025-07-16,2025-07-23,34558.1,Delivered,False
548,12,2025-09-10,2025-09-17,59303.55,Delivered,False
549,12,2025-09-19,2025-10-13,17043.97,Delivered,False
550,13,2025-01-22,2025-02-17,66007.28,Delivered,False
551,14,2025-04-21,2025-05-09,40433.87,Delivered,False
552,15,2025-12-07,2025-12-25,53890.14,Delivered,False
553,16,2025-03-22,,16684.52,Cancelled,False
554,16,2025-10-18,2025-10-24,12068.67,Delivered,False
555,17,2025-05-23,2025-06-07,27140.57,Delivered,False
556,18,2025-04-14,2025-04-17,73128.4,Delivered,False
557,19,2025-01-19,,48676.88,In Transit,False
558,20,2025-01-20,2025-02-19,18077.04,Delivered,False
559,20,2025-11-15,,84336.83,In Transit,False
560,20,2025-07-31,2025-08-17,14496.65,Delivered,False
561,21,2025-11-11,2025-12-10,23100.52,Delivered,False
562,22,2025-09-02,2025-09-11,21231.91,Delivered,False
563,22,2025-04-08,2025-04-26,54980.43,Delivered,False
564,22,2025-05-31,2025-06-29,53818.56,Delivered,False
565,22,2025-08-01,,208239.61,In Transit,True
566,23,2025-11-27,2025-12-20,16786.47,Delivered,False
567,23,2025-10-10,2025-10-15,2635.1,Delivered,False
568,24,2025-08-30,2025-09-14,80343.44,Delivered,False
569,24,2025-10-03,2025-10-26,32057.49,Delivered,False
570,25,2025-03-01,2025-03-08,47433.45,Delivered,False
571,26,2025-05-05,2025-05-08,74758.17,Delivered,False
572,26,2025-08-24,2025-09-18,69785.46,Delivered,False
573,26,2025-06-01,2025-06-23,69906.07,Delivered,False
574,27,2025-06-10,2025-06-18,58208.79,Delivered,False
575,27,2025-01-09,2025-01-25,74898.96,Delivered,False
576,28,2025-10-05,2025-10-31,23214.3,Delivered,False
577,28,2025-10-28,2025-11-04,250119.89,Delivered,True
578,29,2025-01-26,,14904.51,Cancelled,False
579,29,2025-12-12,,2636.01,In Transit,False
580,29,2025-06-14,2025-06-19,81478.77,Delivered,False
581,30,2025-11-29,2025-12-06,77080.2,Delivered,False
582,31,2025-01-05,2025-02-02,9377.57,Delivered,False
583,32,2025-07-12,2025-07-18,45829.41,Delivered,False
584,32,2025-01-16,2025-01-30,73372.88,Delivered,False
585,33,2025-07-25,2025-09-20,144.34,Delivered,False
586,33,2025-03-12,2025-04-08,15970.01,Delivered,False
587,33,2025-01-15,2025-02-08,66639.46,Delivered,False
588,33,2025-02-22,2025-03-21,59172.76,Delivered,False
589,34,2025-07-19,2025-07-30,33656.07,Delivered,False
590,34,2025-09-24,2025-10-16,11619.08,Delivered,False
591,34,2025-03-21,2025-04-13,4263.54,Delivered,False
592,35,2025-08-01,2025-08-09,84087.21,Delivered,False
593,35,2025-08-09,2025-08-16,20283.89,Delivered,False
594,36,2025-03-18,2025-04-09,46365.06,Delivered,False
595,36,2025-04-19,2025-05-10,53557.23,Delivered,False
596,36,2025-01-23,2025-02-18,43891.13,Delivered,False
597,36,2025-06-14,2025-06-29,72260.57,Delivered,False
598,37,2025-04-07,2025-05-07,70702.53,Delivered,False
599,38,2025-01-09,2025-02-06,42934.22,Delivered,False
600,38,2025-10-25,2025-11-21,75551.63,Delivered,False
601,38,2025-10-01,,76003.59,In Transit,False
602,38,2025-05-31,2025-06-29,70783.1,Delivered,False
603,38,2025-04-08,2025-05-01,62349.2,Delivered,False
604,39,2025-01-15,2025-02-13,36853.96,Delivered,False
605,40,2025-12-12,2025-12-16,27872.0,Delivered,False
606,41,2025-07-22,2025-08-05,12193.19,Delivered,False
607,42,2025-02-22,2025-04-09,8714.25,Delivered,False
608,43,2025-08-23,2025-09-12,27429.65,Delivered,False
609,43,2025-06-07,2025-06-11,2951.41,Delivered,False
610,44,2025-10-31,2025-11-06,57937.45,Delivered,False
611,44,2025-12-19,2025-12-24,71664.01,Delivered,False
612,44,2025-11-16,2025-11-22,14056.04,Delivered,False
613,45,2025-04-20,2025-06-04,248929.8,Delivered,True
614,45,2025-03-27,2025-04-17,69150.89,Delivered,False
615,45,2025-08-28,2025-09-27,47897.84,Delivered,False
616,46,2025-07-05,2025-08-03,66946.43,Delivered,False
617,46,2025-03-04,2025-04-20,202650.66,Delivered,True
618,46,2025-08-02,2025-08-30,33192.39,Delivered,False
619,46,2025-02-01,2025-02-28,49862.05,Delivered,False
620,47,2025-02-18,,29008.17,In Transit,False
621,48,2025-06-25,2025-07-16,77496.01,Delivered,False
622,48,2025-12-20,,55872.53,In Transit,False
623,48,2025-12-01,2025-12-05,30691.43,Delivered,False
624,49,2025-04-17,,12236.11,Cancelled,False
625,49,2025-07-03,2025-07-09,473.74,Delivered,False
626,50,2025-07-09,2025-07-19,26676.59,Delivered,False
627,51,2025-07-02,2025-07-08,6422.76,Delivered,False
628,51,2025-09-28,2025-10-09,9491.19,Delivered,False
629,52,2025-08-07,2025-09-05,41337.24,Delivered,False
630,53,2025-09-02,2025-09-13,75046.98,Delivered,False
631,54,2025-11-19,2025-12-09,15599.71,Delivered,False
632,54,2025-07-26,2025-08-06,42438.15,Delivered,False
633,54,2025-05-24,2025-06-10,38947.36,Delivered,False
634,54,2025-06-21,2025-07-07,34975.18,Delivered,False
635,55,2025-03-14,2025-04-05,67306.86,Delivered,False
636,55,2025-12-10,2025-12-28,43093.57,Delivered,False
637,56,2025-02-21,2025-03-01,17552.22,Delivered,False
638,56,2025-03-12,2025-03-26,33279.1,Delivered,False
639,56,2025-07-08,2025-07-24,11839.46,Delivered,False
640,57,2025-07-03,,64604.17,In Transit,False
641,57,2025-12-17,2026-01-14,24518.76,Delivered,False
642,57,2025-04-04,2025-04-20,54087.21,Delivered,False
643,58,2025-01-21,2025-02-15,42628.07,Delivered,False
644,59,2025-10-05,2025-11-15,78593.73,Delivered,False
645,59,2025-10-01,2025-11-26,173516.71,Delivered,True
646,60,2025-10-29,2025-11-13,45386.9,Delivered,False
647,61,2025-08-15,2025-09-09,47323.81,Delivered,False
648,61,2025-06-09,2025-06-30,82501.68,Delivered,False
649,62,2025-07-11,2025-07-25,31099.94,Delivered,False
650,62,2025-07-09,,7330.98,Cancelled,False
651,63,2025-08-02,,28330.08,In Transit,False
652,63,2025-08-12,2025-09-11,71706.11,Delivered,False
653,64,2025-06-05,2025-06-16,52398.18,Delivered,False
654,65,2025-11-23,2025-12-15,54395.16,Delivered,False
655,65,2025-08-24,,8077.49,In Transit,False
656,65,2025-07-16,2025-08-12,6731.73,Delivered,False
657,65,2025-10-11,2025-11-07,71049.27,Delivered,False
658,66,2025-01-14,2025-01-25,22607.43,Delivered,False
659,67,2025-03-03,,57184.35,In Transit,False
660,67,2025-03-11,2025-05-07,77733.06,Delivered,False
661,67,2025-06-20,2025-07-09,82616.21,Delivered,False
662,68,2025-01-10,2025-01-16,10732.29,Delivered,False
663,68,2025-06-01,,32994.01,Cancelled,False
664,69,2025-06-16,2025-06-27,37008.84,Delivered,False
665,69,2025-04-20,2025-05-18,69704.78,Delivered,False
666,69,2025-03-21,2025-04-10,70849.11,Delivered,False
667,69,2025-09-22,2025-10-12,38707.56,Delivered,False
668,70,2025-06-04,2025-06-08,40374.7,Delivered,False
669,71,2025-04-01,2025-04-13,35768.67,Delivered,False
670,71,2025-06-30,2025-07-13,5865.54,Delivered,False
671,71,2025-06-04,,39044.43,Cancelled,False
672,71,2025-12-14,2026-01-04,76636.23,Delivered,False
673,72,2025-02-28,2025-03-23,80126.33,Delivered,False
674,72,2025-05-11,,6397.78,In Transit,False
675,73,2025-08-22,2025-09-02,37885.85,Delivered,False
676,73,2025-03-16,,13707.86,In Transit,False
677,73,2025-06-04,2025-06-29,29403.26,Delivered,False
678,73,2025-11-25,,57367.33,In Transit,False
679,73,2025-03-25,2025-04-20,50608.1,Delivered,False
680,74,2025-02-03,,58932.35,In Transit,False
681,74,2025-04-11,2025-05-10,50837.03,Delivered,False
682,75,2025-11-20,2025-12-11,59209.93,Delivered,False
683,75,2025-11-29,2025-12-09,29300.9,Delivered,False
684,75,2025-08-07,2025-08-28,84667.54,Delivered,False
685,76,2025-10-27,,21179.29,Cancelled,False
686,77,2025-07-04,2025-07-25,42080.92,Delivered,False
687,77,2025-11-27,2025-12-06,60557.79,Delivered,False
688,77,2025-04-01,,75795.01,Cancelled,False
689,77,2025-08-26,2025-09-01,44553.65,Delivered,False
690,77,2025-10-29,2025-11-19,23622.81,Delivered,False
691,78,2025-03-18,2025-04-13,6357.12,Delivered,False
692,79,2025-03-04,2025-03-12,52934.19,Delivered,False
693,79,2025-05-01,,73402.88,Cancelled,False
694,79,2025-10-31,2025-11-25,20746.72,Delivered,False
695,79,2025-02-25,2025-03-13,68385.37,Delivered,False
696,79,2025-09-29,2025-10-03,59010.11,Delivered,False
697,80,2025-09-10,2025-09-16,77384.07,Delivered,False
698,80,2025-02-18,2025-03-06,55399.5,Delivered,False
699,80,2025-02-20,2025-03-08,19425.5,Delivered,False
700,81,2025-10-09,2025-10-26,42566.69,Delivered,False
701,82,2025-02-21,2025-03-09,22979.94,Delivered,False
702,83,2025-04-10,,70283.77,In Transit,False
703,84,2025-12-09,2025-12-16,34920.32,Delivered,False
704,84,2025-01-31,2025-02-25,82406.48,Delivered,False
705,85,2025-04-11,,56366.28,In Transit,False
706,85,2025-05-26,2025-06-12,41194.24,Delivered,False
707,85,2025-12-02,2025-12-31,34900.81,Delivered,False
708,85,2025-01-14,2025-02-07,4452.64,Delivered,False
709,85,2025-08-14,2025-09-08,67404.69,Delivered,False
710,86,2025-09-06,2025-09-30,75342.01,Delivered,False
711,86,2025-12-07,2025-12-26,77583.84,Delivered,False
712,87,2025-05-15,2025-05-22,7071.84,Delivered,False
713,87,2025-09-05,2025-09-29,12639.73,Delivered,False
714,88,2025-04-02,2025-04-19,47750.56,Delivered,False
715,89,2025-04-17,2025-06-04,389.36,Delivered,False
716,89,2025-09-05,2025-09-23,66274.92,Delivered,False
717,89,2025-01-17,2025-01-25,61498.55,Delivered,False
718,90,2025-05-25,2025-06-22,6422.39,Delivered,False
719,91,2025-01-10,,55749.38,In Transit,False
720,91,2025-04-29,2025-05-22,80673.57,Delivered,False
721,91,2025-10-05,,75454.57,In Transit,False
722,91,2025-02-16,2025-02-20,36140.34,Delivered,False
723,92,2025-05-02,2025-05-31,27712.09,Delivered,False
724,93,2025-10-11,2025-11-04,30094.89,Delivered,False
725,94,2025-02-16,2025-03-05,38710.2,Delivered,False
726,95,2025-03-13,2025-03-19,72446.64,Delivered,False
727,95,2025-06-18,2025-06-28,15914.42,Delivered,False
728,95,2025-06-10,2025-07-08,60975.33,Delivered,False
729,95,2025-02-26,2025-03-01,45056.41,Delivered,False
730,96,2025-09-18,2025-11-10,81004.3,Delivered,False
731,97,2025-12-03,2025-12-19,12558.69,Delivered,False
732,97,2025-11-05,2025-11-23,4791.0,Delivered,False
733,97,2025-05-27,2025-06-02,18354.49,Delivered,False
734,98,2025-10-10,2025-11-18,296303.02,Delivered,True
735,98,2025-12-07,2025-12-23,53460.26,Delivered,False
736,98,2025-04-15,,27737.77,In Transit,False
737,98,2025-02-09,2025-03-05,7400.28,Delivered,False
738,99,2025-08-31,2025-09-20,3467.19,Delivered,False
739,99,2025-07-19,2025-07-25,4247.78,Delivered,False
740,99,2025-03-05,2025-04-01,1965.47,Delivered,False
741,100,2025-09-08,2025-09-21,29794.56,Delivered,False
742,100,2025-01-14,2025-01-25,44219.24,Delivered,False
743,101,2025-11-02,2025-11-25,82249.93,Delivered,False
744,102,2025-11-10,2025-11-27,22083.7,Delivered,False
745,103,2025-03-29,2025-04-24,26546.34,Delivered,False
746,104,2025-08-27,2025-09-13,53059.53,Delivered,False
747,105,2025-07-16,2025-07-23,25374.23,Delivered,False
748,105,2025-11-01,2025-11-07,61527.45,Delivered,False
749,106,2025-10-23,2025-10-28,13880.17,Delivered,False
750,106,2025-10-06,2025-11-02,75188.51,Delivered,False
751,107,2025-09-10,2025-09-16,6185.5,Delivered,False
752,108,2025-06-19,2025-07-01,14806.14,Delivered,False
753,108,2025-11-15,2025-12-07,15470.1,Delivered,False
754,109,2025-03-28,2025-04-07,68971.32,Delivered,False
755,109,2025-04-20,2025-05-19,48728.53,Delivered,False
756,110,2025-05-05,2025-05-28,40308.62,Delivered,False
757,110,2025-06-14,,38655.15,In Transit,False
758,111,2025-07-26,,44360.35,In Transit,False
759,112,2025-12-11,2025-12-20,21805.74,Delivered,False
760,112,2025-05-04,2025-05-13,8373.11,Delivered,False
761,113,2025-03-09,2025-04-02,41778.5,Delivered,False
762,113,2025-03-05,2025-03-12,78355.89,Delivered,False
763,114,2025-06-11,2025-07-07,32572.48,Delivered,False
764,114,2025-01-26,2025-02-08,56213.17,Delivered,False
765,114,2025-01-28,2025-02-03,50347.55,Delivered,False
766,115,2025-05-02,2025-05-20,29773.64,Delivered,False
767,116,2025-05-25,,50259.66,In Transit,False
768,116,2025-03-26,2025-04-03,77720.41,Delivered,False
769,116,2025-01-05,2025-01-14,72660.58,Delivered,False
770,117,2025-05-27,2025-06-05,17092.15,Delivered,False
771,117,2025-03-03,,6601.99,In Transit,False
772,117,2025-07-04,2025-08-02,22418.14,Delivered,False
773,118,2025-02-16,2025-03-15,37974.33,Delivered,False
774,118,2025-05-14,,52991.85,Cancelled,False
775,119,2025-02-07,2025-03-02,11053.73,Delivered,False
776,120,2025-06-30,2025-07-09,58785.91,Delivered,False
777,120,2025-11-26,2025-12-20,69190.79,Delivered,False
778,121,2025-02-22,2025-03-01,62100.91,Delivered,False
779,121,2025-12-14,,32304.95,Cancelled,False
780,121,2025-06-06,,63242.55,In Transit,False
781,122,2025-09-26,2025-09-29,57069.93,Delivered,False
782,122,2025-12-12,2025-12-24,255399.4,Delivered,True
783,122,2025-07-31,2025-08-27,70690.23,Delivered,False
784,123,2025-02-02,2025-02-18,62574.62,Delivered,False
785,123,2025-02-22,2025-03-22,27446.24,Delivered,False
786,123,2025-04-12,2025-05-04,8169.03,Delivered,False
787,123,2025-01-20,,5324.24,In Transit,False
788,124,2025-02-11,2025-02-27,71728.55,Delivered,False
789,124,2025-01-18,,8731.62,In Transit,False
790,124,2025-07-06,2025-07-29,205.73,Delivered,False
791,125,2025-01-29,2025-02-07,55579.12,Delivered,False
792,125,2025-02-08,2025-02-12,76299.23,Delivered,False
793,126,2025-11-27,2025-12-19,43927.66,Delivered,False
794,126,2025-02-08,,446.08,In Transit,False
795,127,2025-11-11,2025-11-22,47402.06,Delivered,False
796,128,2025-03-31,2025-04-04,3504.92,Delivered,False
797,129,2025-11-18,,74461.0,Cancelled,False
798,130,2025-06-02,2025-06-21,74951.28,Delivered,False
799,130,2025-08-16,2025-10-13,75979.66,Delivered,False
800,131,2025-09-04,2025-09-21,44900.58,Delivered,False
801,132,2025-08-02,2025-08-18,13933.5,Delivered,False
802,132,2025-08-28,2025-09-06,65188.47,Delivered,False
803,132,2025-10-20,2025-10-31,15704.67,Delivered,False
804,132,2025-07-25,2025-08-01,6842.45,Delivered,False
805,132,2025-04-19,,37041.34,In Transit,False
806,133,2025-07-04,2025-07-27,72535.61,Delivered,False
807,133,2025-07-27,2025-08-26,82682.75,Delivered,False
808,134,2025-06-02,2025-07-01,40331.63,Delivered,False
809,134,2025-10-27,,66910.13,In Transit,False
810,134,2025-09-05,2025-09-15,12428.37,Delivered,False
811,135,2025-08-14,2025-08-24,53279.2,Delivered,False
812,135,2025-08-15,,13454.75,Cancelled,False
813,136,2025-10-13,2025-11-10,71400.62,Delivered,False
814,136,2025-06-01,2025-06-29,82240.23,Delivered,False
815,137,2025-05-24,2025-07-06,70100.04,Delivered,False
816,137,2025-12-15,2025-12-28,43305.41,Delivered,False
817,138,2025-01-28,,81467.8,Cancelled,False
818,139,2025-06-08,,10867.76,Cancelled,False
819,139,2025-12-11,2026-01-02,42578.25,Delivered,False
820,139,2025-03-11,2025-03-30,22140.6,Delivered,False
821,139,2025-09-30,2025-10-15,18537.43,Delivered,False
822,140,2025-02-18,2025-02-26,78704.27,Delivered,False
823,140,2025-11-26,,42085.79,Cancelled,False
824,141,2025-09-21,2025-10-18,5687.56,Delivered,False
825,141,2025-01-17,2025-01-23,40212.67,Delivered,False
826,142,2025-06-07,2025-07-07,72134.94,Delivered,False
827,143,2025-08-13,2025-09-04,80959.45,Delivered,False
828,143,2025-07-19,2025-07-31,3112.65,Delivered,False
829,143,2025-04-29,,15865.02,Cancelled,False
830,144,2025-10-10,2025-11-04,62307.35,Delivered,False
831,144,2025-03-23,2025-04-11,57163.42,Delivered,False
832,144,2025-04-29,2025-05-20,76899.77,Delivered,False
833,144,2025-07-06,2025-07-25,30899.47,Delivered,False
834,145,2025-01-16,2025-01-21,46642.96,Delivered,False
835,145,2025-05-18,,71321.73,In Transit,False
836,145,2025-12-17,2025-12-28,65726.04,Delivered,False
837,145,2025-04-11,2025-05-07,46852.65,Delivered,False
838,145,2025-05-01,2025-05-18,55455.99,Delivered,False
839,146,2025-07-30,2025-08-13,23932.02,Delivered,False
840,146,2025-12-05,2026-01-23,304905.3,Delivered,True
841,146,2025-03-20,2025-04-02,445.24,Delivered,False
842,147,2025-01-24,2025-02-19,33976.47,Delivered,False
843,148,2025-06-07,2025-07-01,62218.1,Delivered,False
844,148,2025-10-12,2025-10-16,73465.49,Delivered,False
845,148,2025-03-25,2025-04-02,62707.92,Delivered,False
846,148,2025-09-30,2025-10-22,44199.28,Delivered,False
847,149,2025-02-10,2025-02-27,84829.14,Delivered,False
848,150,2025-02-24,2025-03-01,8883.57,Delivered,False
849,150,2025-09-22,2025-10-06,42059.4,Delivered,False
850,150,2025-05-11,2025-05-31,67397.33,Delivered,False
